UDI,Product ID,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,Air temperature [K]_normalized,Process temperature [K]_normalized,Rotational speed [rpm]_normalized,Torque [Nm]_normalized,Tool wear [min]_normalized,temp_difference,power_estimate,thermal_stress,Type_H,Type_L,Type_M
122,L47301,298.9,308.7,1558,41.2,110,0,0,0,0,0,0,-0.5523935526125945,-0.8799150030617278,0.10722590814348029,0.12168703629186133,0.032189576143350516,9.800000000000011,6.722127971515342,1.0327868852459017,False,True,False
123,L47302,299.0,308.8,1310,50.7,112,0,0,0,0,0,0,-0.5024000188491246,-0.8125174875846973,-1.2760535106832496,1.0746475295550773,0.06360936740089118,9.800000000000011,6.955387998743324,1.0327759197324415,False,True,False
124,L47303,298.9,308.7,1546,43.4,114,0,0,0,0,0,0,-0.5523935526125945,-0.8799150030617278,0.04029303303896111,0.3423726242054478,0.09502915865843185,9.800000000000011,7.026536810137187,1.0327868852459017,False,True,False
125,L47304,298.9,308.7,1727,29.4,116,0,0,0,0,0,0,-0.5523935526125945,-0.8799150030617278,1.049863899198792,-1.0619902079719232,0.12644894991597252,9.800000000000011,5.317185045554508,1.0327868852459017,False,True,False
126,L47305,298.9,308.6,1560,32.2,118,0,0,0,0,0,0,-0.5523935526125945,-0.9473125185387199,0.11838138732756683,-0.7811176415364486,0.15786874117351318,9.700000000000045,5.260446120012568,1.0324523251923723,False,True,False
127,L47306,299.0,308.6,1329,60.5,120,0,0,0,0,0,0,-0.5024000188491246,-0.9473125185387199,-1.1700764584344274,2.0577015120792366,0.18928853243105387,9.600000000000023,8.420201068174679,1.0321070234113714,False,True,False
128,L47307,298.9,308.6,1413,46.5,122,0,0,0,0,0,0,-0.5523935526125945,-0.9473125185387199,-0.7015463327027932,0.6533386799018658,0.22070832368859453,9.700000000000045,6.880772855796418,1.0324523251923723,False,True,False
129,L47308,299.0,308.6,1587,38.6,124,0,0,0,0,0,0,-0.5024000188491246,-0.9473125185387199,0.268980356312735,-0.13912320396965058,0.2521281149461352,9.600000000000023,6.415142946905435,1.0321070234113714,False,True,False
130,L47309,298.9,308.5,1559,34.3,126,0,0,0,0,0,0,-0.5523935526125945,-1.0147100340157502,0.11280364773552357,-0.5704632167098436,0.28354790620367587,9.600000000000023,5.599926693894648,1.0321177651388425,False,True,False
131,L47310,298.8,308.4,1473,41.1,128,0,0,0,0,0,0,-0.602387086376036,-1.0821075494927808,-0.3668819571801973,0.11165587320487996,0.31496769746121656,9.599999999999966,6.339962299717248,1.0321285140562249,False,True,False
132,L47311,298.8,308.4,1737,27.7,130,0,0,0,0,0,0,-0.602387086376036,-1.0821075494927808,1.1056412951192247,-1.232519980450604,0.3463874887187572,9.599999999999966,5.0387370405278045,1.0321285140562249,False,True,False
133,M14992,298.7,308.4,1441,43.2,132,0,0,0,0,0,0,-0.6523806201395058,-1.0821075494927808,-0.5453696241255818,0.32231029803148575,0.37780727997629787,9.699999999999989,6.519132893496701,1.0324740542350184,False,False,True
134,M14993,298.7,308.4,1430,49.6,135,0,0,0,0,0,0,-0.6523806201395058,-1.0821075494927808,-0.6067247596380577,0.9643047355982838,0.42493696686260884,9.699999999999989,7.427793486228924,1.0324740542350184,False,False,True
135,L47314,298.8,308.4,1369,53.0,138,0,0,0,0,0,0,-0.602387086376036,-1.0821075494927808,-0.9469668747526969,1.3053642805556451,0.4720666537489199,9.599999999999966,7.598387265682271,1.0321285140562249,False,True,False
136,M14995,298.8,308.5,1711,28.5,140,0,0,0,0,0,0,-0.602387086376036,-1.0147100340157502,0.9606200657260999,-1.152270675754754,0.5034864450064606,9.699999999999989,5.106660383286208,1.0324631860776439,False,False,True
137,H29550,298.7,308.5,1420,45.7,143,0,0,0,0,0,0,-0.6523806201395058,-1.0147100340157502,-0.6625021555584903,0.5730893752060163,0.5506161318927716,9.800000000000011,6.795894858100326,1.032808838299297,True,False,False
138,L47317,298.7,308.6,1297,55.3,148,0,0,0,0,0,0,-0.6523806201395058,-0.9473125185387199,-1.348564125379812,1.536081031556213,0.6291656100366232,9.900000000000034,7.511163472614933,1.0331436223635757,False,True,False
139,H29552,298.8,308.6,1449,49.4,150,0,0,0,0,0,0,-0.602387086376036,-0.9473125185387199,-0.5007477073892357,0.944242409424321,0.6605854012941639,9.800000000000011,7.4961357210179065,1.0327978580990629,True,False,False
140,L47319,298.8,308.6,1268,55.8,155,0,0,0,0,0,0,-0.602387086376036,-0.9473125185387199,-1.5103185735490667,1.586236846991119,0.7391348794380156,9.800000000000011,7.40961357210179,1.0327978580990629,False,True,False
141,L47320,298.8,308.6,1511,36.1,157,0,0,0,0,0,0,-0.602387086376036,-0.9473125185387199,-0.15492785268255319,-0.38990228114418113,0.7705546706955562,9.800000000000011,5.712336370300555,1.0327978580990629,False,True,False
142,L47321,298.7,308.5,1544,35.2,159,0,0,0,0,0,0,-0.6523806201395058,-1.0147100340157502,0.029137553854874577,-0.48018274892701196,0.8019744619530969,9.800000000000011,5.691569797884595,1.032808838299297,False,True,False
143,M15002,298.6,308.4,1778,28.2,161,0,0,0,0,0,0,-0.7023741539029473,-1.0821075494927808,1.3343286183929988,-1.1823641650156977,0.8333942532106375,9.799999999999955,5.250769714106189,1.0328198258539851,False,False,True
144,H29557,298.6,308.4,1407,50.5,164,0,0,0,0,0,0,-0.7023741539029473,-1.0821075494927808,-0.7350127702550527,1.0545852033811147,0.8805239400969486,9.799999999999955,7.440936223688344,1.0328198258539851,True,False,False
145,M15004,298.6,308.4,1391,42.4,169,0,0,0,0,0,0,-0.7023741539029473,-1.0821075494927808,-0.824256603727745,0.24206099333563555,0.9590734182408002,9.799999999999955,6.176395434076867,1.0328198258539851,False,False,True
146,L47325,298.5,308.4,1513,33.6,172,0,0,0,0,0,0,-0.7523676876664173,-1.0821075494927808,-0.14377237349846664,-0.6406813583187116,1.0062031051271112,9.899999999999977,5.32378259503613,1.0331658291457286,False,True,False
147,H29560,298.5,308.4,1612,36.1,174,0,0,0,0,0,0,-0.7523676876664173,-1.0821075494927808,0.40842384611381666,-0.38990228114418113,1.0376228963846519,9.899999999999977,6.094166928474186,1.0331658291457286,True,False,False
148,L47327,298.4,308.4,1515,40.1,179,0,0,0,0,0,0,-0.8023612214298871,-1.0821075494927808,-0.13261689431438012,0.011344242335067745,1.1161723745285035,10.0,6.362079798931825,1.0335120643431635,False,True,False
149,M15008,298.3,308.3,1379,48.0,181,0,0,0,0,0,0,-0.8523547551933286,-1.149505064969773,-0.8911894788322642,0.8038061262065841,1.1475921657860442,10.0,6.931825322023249,1.0335232986925913,False,False,True
150,L47329,298.4,308.3,1473,39.9,184,0,0,0,0,0,0,-0.8023612214298871,-1.149505064969773,-0.3668819571801973,-0.008718083838894983,1.1947218526723553,9.900000000000034,6.154853911404335,1.033176943699732,False,True,False
151,L47330,298.4,308.3,1422,42.7,186,0,0,0,0,0,0,-0.8023612214298871,-1.149505064969773,-0.6513466763744038,0.27215448259657965,1.226141643929896,9.900000000000034,6.358718190386428,1.033176943699732,False,True,False
152,M15011,298.4,308.2,1463,37.6,188,0,0,0,0,0,0,-0.8023612214298871,-1.2169025804468032,-0.4226593531006299,-0.2394348348394628,1.2575614351874365,9.800000000000011,5.76068698293015,1.0328418230563003,False,False,True
153,M15012,298.4,308.2,1584,41.0,191,0,0,0,0,0,0,-0.8023612214298871,-1.2169025804468032,0.2522471375366052,0.1016247101178986,1.3046911220737476,9.800000000000011,6.801131008482564,1.0328418230563003,False,False,True
154,L47333,298.4,308.2,1850,27.0,194,0,0,0,0,0,0,-0.8023612214298871,-1.2169025804468032,1.7359258690201138,-1.3027381220594725,1.3518208089600585,9.800000000000011,5.2309142318567385,1.0328418230563003,False,True,False
155,L47334,298.4,308.2,1528,36.2,196,0,0,0,0,0,0,-0.8023612214298871,-1.2169025804468032,-0.06010627961781767,-0.37987111805719975,1.3832406002175992,9.800000000000011,5.792606555660279,1.0328418230563003,False,True,False
156,H29569,298.4,308.2,1987,19.8,198,0,0,0,0,0,0,-0.8023612214298871,-1.2169025804468032,2.5000761931300413,-2.0249818643221205,1.4146603914751399,9.800000000000011,4.120075400565504,1.0328418230563003,True,False,False
157,M15016,298.4,308.1,1495,46.0,203,0,0,0,0,0,0,-0.8023612214298871,-1.2843000959237953,-0.24417168615524543,0.6031828644669597,1.4932098696189915,9.700000000000045,7.20180123573149,1.0325067024128687,False,False,True
158,H29571,298.4,308.2,1478,43.5,206,0,0,0,0,0,0,-0.8023612214298871,-1.2169025804468032,-0.3389932592199809,0.3524037872924291,1.5403395565053026,9.800000000000011,6.732956330505812,1.0328418230563003,True,False,False
159,M15018,298.4,308.2,1499,40.0,211,0,0,0,0,0,0,-0.8023612214298871,-1.2169025804468032,-0.22186072778707236,0.001313079248086381,1.6188890346491542,9.800000000000011,6.279191538380982,1.0328418230563003,False,False,True
160,L47339,298.4,308.2,1471,47.0,214,0,0,0,0,0,0,-0.8023612214298871,-1.2169025804468032,-0.3780374363642838,0.7034944953367719,1.6660187215354652,9.800000000000011,7.240234579537124,1.0328418230563003,False,True,False
161,L47340,298.4,308.2,1282,60.7,216,1,0,0,0,1,0,-0.8023612214298871,-1.2169025804468032,-1.432230219260461,2.0777638382531993,1.6974385127930058,9.800000000000011,8.14927217509687,1.0328418230563003,False,True,False
162,L47341,298.3,308.1,1412,52.3,218,1,0,0,0,1,0,-0.8523547551933286,-1.2843000959237953,-0.7071240722948364,1.2351461389467764,1.7288583040505465,9.800000000000011,7.733542779348622,1.0328528327187396,False,True,False
163,L47342,298.3,308.1,1586,35.5,0,0,0,0,0,0,0,-0.8523547551933286,-1.2843000959237953,0.2634026167206917,-0.4500892596660686,-1.6958989430213862,9.800000000000011,5.896219499424023,1.0328528327187396,False,True,False
164,M15023,298.4,308.2,1468,43.8,2,0,0,0,0,0,0,-0.8023612214298871,-1.2169025804468032,-0.3947706551404136,0.3824972765533725,-1.6644791517638455,9.800000000000011,6.733521834747093,1.0328418230563003,False,False,True
165,M15024,298.5,308.3,1440,43.6,5,0,0,0,0,0,0,-0.7523676876664173,-1.149505064969773,-0.550947363717625,0.3624349503794105,-1.6173494648775346,9.800000000000011,6.57492931196984,1.0328308207705192,False,False,True
166,L47345,298.5,308.4,1733,26.0,8,0,0,0,0,0,0,-0.7523676876664173,-1.0821075494927808,1.0833303367510518,-1.4030497529292847,-1.5702197779912235,9.899999999999977,4.718609278458477,1.0331658291457286,False,True,False
167,H29580,298.4,308.2,1612,32.6,10,0,0,0,0,0,0,-0.8023612214298871,-1.2169025804468032,0.40842384611381666,-0.7409929891885239,-1.5387999867336828,9.800000000000011,5.50331971934234,1.0328418230563003,True,False,False
168,H29581,298.4,308.3,1458,42.9,15,0,0,0,0,0,0,-0.8023612214298871,-1.149505064969773,-0.4505480510608463,0.2922168087705417,-1.4602505085898312,9.900000000000034,6.550235626767201,1.033176943699732,True,False,False
169,L47348,298.4,308.3,1433,62.3,20,1,0,0,1,0,0,-0.8023612214298871,-1.149505064969773,-0.5899915408619278,2.2382624476448987,-1.3817010304459796,9.900000000000034,9.349240758194576,1.033176943699732,False,True,False
170,L47349,298.4,308.3,1318,59.1,22,0,0,0,0,0,0,-0.8023612214298871,-1.149505064969773,-1.2314315939469034,1.9172652288614997,-1.350281239188439,9.900000000000034,8.15727301288093,1.033176943699732,False,True,False
171,M15030,298.4,308.2,1610,35.0,24,0,0,0,0,0,0,-0.8023612214298871,-1.2169025804468032,0.3972683669297301,-0.5002450751009747,-1.3188614479308982,9.800000000000011,5.901141480783328,1.0328418230563003,False,False,True
172,L47351,298.2,308.1,1462,50.8,27,0,0,0,0,0,0,-0.9023482889567985,-1.2843000959237953,-0.4282370926926732,1.084678692642058,-1.2717317610445873,9.900000000000034,7.7777358885747185,1.0331991951710262,False,True,False
173,M15032,298.1,308.0,1924,20.8,29,0,0,0,0,0,0,-0.9523418227202399,-1.351697611400826,2.1486785988313155,-1.924670233452308,-1.2403119697870466,9.899999999999977,4.190930987537962,1.033210332103321,False,False,True
174,M15033,298.2,308.0,1591,33.7,32,0,0,0,0,0,0,-0.9023482889567985,-1.351697611400826,0.2912913146809081,-0.6306501952317303,-1.1931822829007355,9.800000000000011,5.614902083987853,1.0328638497652582,False,False,True
175,L47354,298.2,308.1,1306,58.3,35,0,0,0,0,0,0,-0.9023482889567985,-1.2843000959237953,-1.2983644690514227,1.8370159241656496,-1.1460525960144246,9.900000000000034,7.973588857471987,1.0331991951710262,False,True,False
176,L47355,298.2,308.1,1382,43.5,37,0,0,0,0,0,0,-0.9023482889567985,-1.2843000959237953,-0.8744562600561344,0.3524037872924291,-1.1146328047568839,9.900000000000034,6.295633050581213,1.0331991951710262,False,True,False
177,L47356,298.2,308.1,1618,34.7,39,0,0,0,0,0,0,-0.9023482889567985,-1.2843000959237953,0.44189028366607624,-0.5303385643619181,-1.0832130134993432,9.900000000000034,5.879631375013091,1.0331991951710262,False,True,False
178,L47357,298.2,308.2,1988,21.4,41,0,0,0,0,0,0,-0.9023482889567985,-1.2169025804468032,2.5056539327220846,-1.8644832549304209,-1.0517932222418025,10.0,4.455251858833385,1.0335345405767942,False,True,False
179,L47358,298.2,308.2,1436,50.2,43,0,0,0,0,0,0,-0.9023482889567985,-1.2169025804468032,-0.5732583220857981,1.0244917141201713,-1.0203734309842618,10.0,7.549188396690752,1.0335345405767942,False,True,False
180,L47359,298.2,308.3,1304,49.8,45,0,0,0,0,0,0,-0.9023482889567985,-1.149505064969773,-1.309519948235509,0.9843670617722458,-0.9889536397267212,10.100000000000023,6.800628338045868,1.0338698859825621,False,True,False
181,L47360,298.2,308.3,1475,49.9,47,0,0,0,0,0,0,-0.9023482889567985,-1.149505064969773,-0.35572647799611073,0.9943982248592271,-0.9575338484691805,10.100000000000023,7.707875170174887,1.0338698859825621,False,True,False
182,H29595,298.2,308.3,1824,24.2,49,0,0,0,0,0,0,-0.9023482889567985,-1.149505064969773,1.5909046396269888,-1.5836106884949466,-0.9261140572116399,10.100000000000023,4.622557335846685,1.0338698859825621,True,False,False
183,M15042,298.1,308.2,1342,48.1,54,0,0,0,0,0,0,-0.9523418227202399,-1.2169025804468032,-1.097565843737865,0.8138372892935655,-0.8475645790677881,10.099999999999966,6.75989108807205,1.033881247903388,False,False,True
184,L47363,298.1,308.2,1485,40.7,57,0,0,0,0,0,0,-0.9523418227202399,-1.2169025804468032,-0.2999490820756781,0.07153122085695522,-0.8004348921814772,10.099999999999966,6.329406220546655,1.033881247903388,False,True,False
185,L47364,298.2,308.2,1667,30.6,59,0,0,0,0,0,0,-0.9023482889567985,-1.2169025804468032,0.7151995236761962,-0.9416162509281483,-0.7690151009239365,10.0,5.3419415645617345,1.0335345405767942,False,True,False
186,L47365,298.2,308.2,1446,38.2,61,0,0,0,0,0,0,-0.9023482889567985,-1.2169025804468032,-0.5174809261653655,-0.1792478563175753,-0.7375953096663959,10.0,5.784605717876218,1.0335345405767942,False,True,False
187,L47366,298.1,308.3,1301,56.0,63,0,0,0,0,0,0,-0.9523418227202399,-1.149505064969773,-1.3262531670116389,1.6062991731650818,-0.7061755184088552,10.199999999999989,7.629699444968059,1.0342167058034217,False,True,False
188,L47367,298.2,308.4,1379,43.1,65,0,0,0,0,0,0,-0.9023482889567985,-1.0821075494927808,-0.8911894788322642,0.3122791349445044,-0.6747557271513145,10.199999999999989,6.224201487066709,1.0342052313883299,False,True,False
189,L47368,298.3,308.5,1606,33.6,67,0,0,0,0,0,0,-0.8523547551933286,-1.0147100340157502,0.374957408561557,-0.6406813583187116,-0.6433359358937738,10.199999999999989,5.651021049324537,1.0341937646664432,False,True,False
190,M15049,298.3,308.4,1539,43.4,69,0,0,0,0,0,0,-0.8523547551933286,-1.0821075494927808,0.0012488558946582517,0.3423726242054478,-0.6119161446362332,10.099999999999966,6.994721960414703,1.0338585316795172,False,False,True
191,L47370,298.2,308.4,1477,49.9,72,0,0,0,0,0,0,-0.9023482889567985,-1.0821075494927808,-0.3445709988120242,0.9943982248592271,-0.5647864577499222,10.199999999999989,7.718326526337837,1.0342052313883299,False,True,False
192,L47371,298.2,308.4,1666,34.6,74,0,0,0,0,0,0,-0.9023482889567985,-1.0821075494927808,0.709621784084153,-0.5403697274488994,-0.5333666664923815,10.199999999999989,6.036611163472616,1.0342052313883299,False,True,False
193,H29606,298.2,308.4,1398,51.8,76,0,0,0,0,0,0,-0.9023482889567985,-1.0821075494927808,-0.7852124265834421,1.1849903235118702,-0.5019468752348408,10.199999999999989,7.583663210807414,1.0342052313883299,True,False,False
194,H29607,298.2,308.4,1678,34.6,81,0,0,0,0,0,0,-0.9023482889567985,-1.0821075494927808,0.7765546591886722,-0.5403697274488994,-0.42339739709098917,10.199999999999989,6.080092156246728,1.0342052313883299,True,False,False
195,M15054,298.2,308.5,2678,10.7,86,1,0,0,1,0,0,-0.9023482889567985,-1.0147100340157502,6.354294251231938,-2.9378177052374115,-0.3448479189471375,10.300000000000011,3.0007958948581,1.034540576794098,False,False,True
196,L47375,298.3,308.5,1453,42.9,89,0,0,0,0,0,0,-0.8523547551933286,-1.0147100340157502,-0.4784367490210626,0.2922168087705417,-0.2977182320608265,10.199999999999989,6.527772541627395,1.0341937646664432,False,True,False
197,H29610,298.3,308.6,1432,49.5,91,0,0,0,0,0,0,-0.8523547551933286,-0.9473125185387199,-0.5955692804539712,0.9542735725113024,-0.26629844080328585,10.300000000000011,7.423185673892554,1.0345289976533691,True,False,False
198,M15057,298.4,308.6,1527,40.9,96,0,0,0,0,0,0,-0.8023612214298871,-0.9473125185387199,-0.06568401920986093,0.09159354703091724,-0.18774896265943417,10.200000000000045,6.540402136349355,1.034182305630027,False,False,True
199,L47378,298.4,308.7,1588,35.0,99,0,0,0,0,0,0,-0.8023612214298871,-0.8799150030617278,0.27455809590477825,-0.5002450751009747,-0.14061927577312316,10.300000000000011,5.820504764896848,1.0345174262734584,False,True,False
200,L47379,298.4,308.6,1433,47.1,101,0,0,0,0,0,0,-0.8023612214298871,-0.9473125185387199,-0.5899915408619278,0.7135256584237533,-0.10919948451558249,10.200000000000045,7.068206094879045,1.034182305630027,False,True,False
201,L47380,298.4,308.6,1609,35.0,103,0,0,0,0,0,0,-0.8023612214298871,-0.9473125185387199,0.39169062733768684,-0.5002450751009747,-0.07777969325804182,10.200000000000045,5.897476175515761,1.034182305630027,False,True,False
202,L47381,298.3,308.5,1575,41.2,105,0,0,0,0,0,0,-0.8523547551933286,-1.0147100340157502,0.2020474812082158,0.12168703629186133,-0.04635990200050115,10.199999999999989,6.795475966069747,1.0341937646664432,False,True,False
203,M15062,298.4,308.5,1636,35.7,107,0,0,0,0,0,0,-0.8023612214298871,-1.0147100340157502,0.542289596322855,-0.43002693349210586,-0.014940110742960484,10.100000000000023,6.116368206094879,1.0338471849865953,False,False,True
204,L47383,298.4,308.5,1490,37.9,110,0,0,0,0,0,0,-0.8023612214298871,-1.0147100340157502,-0.27206038411546174,-0.2093413455785194,0.032189576143350516,10.100000000000023,5.913812964708346,1.0338471849865953,False,True,False
205,L47384,298.4,308.5,1741,32.8,112,0,0,0,0,0,0,-0.8023612214298871,-1.0147100340157502,1.1279522534873978,-0.7209306630145619,0.06360936740089118,10.100000000000023,5.9801864069536075,1.0338471849865953,False,True,False
206,M15065,298.5,308.6,1344,53.0,114,0,0,0,0,0,0,-0.7523676876664173,-0.9473125185387199,-1.0864103645537786,1.3053642805556451,0.09502915865843185,10.100000000000023,7.459629280552938,1.0338358458961474,False,False,True
207,L47386,298.5,308.7,1609,35.3,117,0,0,0,0,0,0,-0.7523676876664173,-0.8799150030617278,0.39169062733768684,-0.4701515858400313,0.14215884554474287,10.199999999999989,5.948025971305896,1.0341708542713568,False,True,False
