UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,time_step,window_id
173,M15032,M,298.1,308.0,1924,20.8,29,0,0,0,0,0,0,7,33
174,M15033,M,298.2,308.0,1591,33.7,32,0,0,0,0,0,0,8,33
175,L47354,L,298.2,308.1,1306,58.3,35,0,0,0,0,0,0,9,33
171,M15030,M,298.4,308.2,1610,35.0,24,0,0,0,0,0,0,0,34
172,L47351,L,298.2,308.1,1462,50.8,27,0,0,0,0,0,0,1,34
173,M15032,M,298.1,308.0,1924,20.8,29,0,0,0,0,0,0,2,34
174,M15033,M,298.2,308.0,1591,33.7,32,0,0,0,0,0,0,3,34
175,L47354,L,298.2,308.1,1306,58.3,35,0,0,0,0,0,0,4,34
176,L47355,L,298.2,308.1,1382,43.5,37,0,0,0,0,0,0,5,34
177,L47356,L,298.2,308.1,1618,34.7,39,0,0,0,0,0,0,6,34
178,L47357,L,298.2,308.2,1988,21.4,41,0,0,0,0,0,0,7,34
179,L47358,L,298.2,308.2,1436,50.2,43,0,0,0,0,0,0,8,34
180,L47359,L,298.2,308.3,1304,49.8,45,0,0,0,0,0,0,9,34
176,L47355,L,298.2,308.1,1382,43.5,37,0,0,0,0,0,0,0,35
177,L47356,L,298.2,308.1,1618,34.7,39,0,0,0,0,0,0,1,35
178,L47357,L,298.2,308.2,1988,21.4,41,0,0,0,0,0,0,2,35
179,L47358,L,298.2,308.2,1436,50.2,43,0,0,0,0,0,0,3,35
180,L47359,L,298.2,308.3,1304,49.8,45,0,0,0,0,0,0,4,35
181,L47360,L,298.2,308.3,1475,49.9,47,0,0,0,0,0,0,5,35
182,H29595,H,298.2,308.3,1824,24.2,49,0,0,0,0,0,0,6,35
183,M15042,M,298.1,308.2,1342,48.1,54,0,0,0,0,0,0,7,35
184,L47363,L,298.1,308.2,1485,40.7,57,0,0,0,0,0,0,8,35
185,L47364,L,298.2,308.2,1667,30.6,59,0,0,0,0,0,0,9,35
181,L47360,L,298.2,308.3,1475,49.9,47,0,0,0,0,0,0,0,36
182,H29595,H,298.2,308.3,1824,24.2,49,0,0,0,0,0,0,1,36
183,M15042,M,298.1,308.2,1342,48.1,54,0,0,0,0,0,0,2,36
184,L47363,L,298.1,308.2,1485,40.7,57,0,0,0,0,0,0,3,36
185,L47364,L,298.2,308.2,1667,30.6,59,0,0,0,0,0,0,4,36
186,L47365,L,298.2,308.2,1446,38.2,61,0,0,0,0,0,0,5,36
187,L47366,L,298.1,308.3,1301,56.0,63,0,0,0,0,0,0,6,36
188,L47367,L,298.2,308.4,1379,43.1,65,0,0,0,0,0,0,7,36
189,L47368,L,298.3,308.5,1606,33.6,67,0,0,0,0,0,0,8,36
190,M15049,M,298.3,308.4,1539,43.4,69,0,0,0,0,0,0,9,36
186,L47365,L,298.2,308.2,1446,38.2,61,0,0,0,0,0,0,0,37
187,L47366,L,298.1,308.3,1301,56.0,63,0,0,0,0,0,0,1,37
188,L47367,L,298.2,308.4,1379,43.1,65,0,0,0,0,0,0,2,37
189,L47368,L,298.3,308.5,1606,33.6,67,0,0,0,0,0,0,3,37
190,M15049,M,298.3,308.4,1539,43.4,69,0,0,0,0,0,0,4,37
191,L47370,L,298.2,308.4,1477,49.9,72,0,0,0,0,0,0,5,37
192,L47371,L,298.2,308.4,1666,34.6,74,0,0,0,0,0,0,6,37
193,H29606,H,298.2,308.4,1398,51.8,76,0,0,0,0,0,0,7,37
194,H29607,H,298.2,308.4,1678,34.6,81,0,0,0,0,0,0,8,37
195,M15054,M,298.2,308.5,2678,10.7,86,1,0,0,1,0,0,9,37
191,L47370,L,298.2,308.4,1477,49.9,72,0,0,0,0,0,0,0,38
192,L47371,L,298.2,308.4,1666,34.6,74,0,0,0,0,0,0,1,38
193,H29606,H,298.2,308.4,1398,51.8,76,0,0,0,0,0,0,2,38
194,H29607,H,298.2,308.4,1678,34.6,81,0,0,0,0,0,0,3,38
195,M15054,M,298.2,308.5,2678,10.7,86,1,0,0,1,0,0,4,38
196,L47375,L,298.3,308.5,1453,42.9,89,0,0,0,0,0,0,5,38
197,H29610,H,298.3,308.6,1432,49.5,91,0,0,0,0,0,0,6,38
198,M15057,M,298.4,308.6,1527,40.9,96,0,0,0,0,0,0,7,38
199,L47378,L,298.4,308.7,1588,35.0,99,0,0,0,0,0,0,8,38
200,L47379,L,298.4,308.6,1433,47.1,101,0,0,0,0,0,0,9,38
196,L47375,L,298.3,308.5,1453,42.9,89,0,0,0,0,0,0,0,39
197,H29610,H,298.3,308.6,1432,49.5,91,0,0,0,0,0,0,1,39
198,M15057,M,298.4,308.6,1527,40.9,96,0,0,0,0,0,0,2,39
199,L47378,L,298.4,308.7,1588,35.0,99,0,0,0,0,0,0,3,39
200,L47379,L,298.4,308.6,1433,47.1,101,0,0,0,0,0,0,4,39
201,L47380,L,298.4,308.6,1609,35.0,103,0,0,0,0,0,0,5,39
202,L47381,L,298.3,308.5,1575,41.2,105,0,0,0,0,0,0,6,39
203,M15062,M,298.4,308.5,1636,35.7,107,0,0,0,0,0,0,7,39
204,L47383,L,298.4,308.5,1490,37.9,110,0,0,0,0,0,0,8,39
205,L47384,L,298.4,308.5,1741,32.8,112,0,0,0,0,0,0,9,39
201,L47380,L,298.4,308.6,1609,35.0,103,0,0,0,0,0,0,0,40
202,L47381,L,298.3,308.5,1575,41.2,105,0,0,0,0,0,0,1,40
203,M15062,M,298.4,308.5,1636,35.7,107,0,0,0,0,0,0,2,40
204,L47383,L,298.4,308.5,1490,37.9,110,0,0,0,0,0,0,3,40
205,L47384,L,298.4,308.5,1741,32.8,112,0,0,0,0,0,0,4,40
206,M15065,M,298.5,308.6,1344,53.0,114,0,0,0,0,0,0,5,40
207,L47386,L,298.5,308.7,1609,35.3,117,0,0,0,0,0,0,6,40
208,M15067,M,298.4,308.7,1421,60.7,119,1,0,0,1,0,0,7,40
209,L47388,L,298.4,308.6,1591,36.7,122,0,0,0,0,0,0,8,40
210,L47389,L,298.4,308.6,1477,44.0,124,0,0,0,0,0,0,9,40
206,M15065,M,298.5,308.6,1344,53.0,114,0,0,0,0,0,0,0,41
207,L47386,L,298.5,308.7,1609,35.3,117,0,0,0,0,0,0,1,41
208,M15067,M,298.4,308.7,1421,60.7,119,1,0,0,1,0,0,2,41
209,L47388,L,298.4,308.6,1591,36.7,122,0,0,0,0,0,0,3,41
210,L47389,L,298.4,308.6,1477,44.0,124,0,0,0,0,0,0,4,41
211,L47390,L,298.4,308.7,1523,36.1,126,0,0,0,0,0,0,5,41
212,L47391,L,298.5,308.7,1575,33.9,128,0,0,0,0,0,0,6,41
213,H29626,H,298.4,308.7,1344,52.9,130,0,0,0,0,0,0,7,41
214,L47393,L,298.4,308.7,1386,44.9,135,0,0,0,0,0,0,8,41
215,M15074,M,298.3,308.6,1589,37.1,137,0,0,0,0,0,0,9,41
211,L47390,L,298.4,308.7,1523,36.1,126,0,0,0,0,0,0,0,42
212,L47391,L,298.5,308.7,1575,33.9,128,0,0,0,0,0,0,1,42
213,H29626,H,298.4,308.7,1344,52.9,130,0,0,0,0,0,0,2,42
214,L47393,L,298.4,308.7,1386,44.9,135,0,0,0,0,0,0,3,42
215,M15074,M,298.3,308.6,1589,37.1,137,0,0,0,0,0,0,4,42
216,L47395,L,298.3,308.6,1548,40.3,140,0,0,0,0,0,0,5,42
217,L47396,L,298.3,308.6,1499,38.3,142,0,0,0,0,0,0,6,42
218,L47397,L,298.3,308.5,1664,31.6,144,0,0,0,0,0,0,7,42
219,L47398,L,298.3,308.6,1447,38.1,146,0,0,0,0,0,0,8,42
220,M15079,M,298.3,308.5,1434,46.2,148,0,0,0,0,0,0,9,42
216,L47395,L,298.3,308.6,1548,40.3,140,0,0,0,0,0,0,0,43
217,L47396,L,298.3,308.6,1499,38.3,142,0,0,0,0,0,0,1,43
218,L47397,L,298.3,308.5,1664,31.6,144,0,0,0,0,0,0,2,43
219,L47398,L,298.3,308.6,1447,38.1,146,0,0,0,0,0,0,3,43
220,M15079,M,298.3,308.5,1434,46.2,148,0,0,0,0,0,0,4,43
221,L47400,L,298.3,308.5,1416,52.7,151,0,0,0,0,0,0,5,43
222,H29635,H,298.4,308.5,1827,24.3,153,0,0,0,0,0,0,6,43
223,L47402,L,298.4,308.6,1304,45.0,158,0,0,0,0,0,0,7,43
224,L47403,L,298.4,308.6,1569,34.4,160,0,0,0,0,0,0,8,43
225,L47404,L,298.3,308.6,1584,29.3,162,0,0,0,0,0,0,9,43
221,L47400,L,298.3,308.5,1416,52.7,151,0,0,0,0,0,0,0,44
222,H29635,H,298.4,308.5,1827,24.3,153,0,0,0,0,0,0,1,44
223,L47402,L,298.4,308.6,1304,45.0,158,0,0,0,0,0,0,2,44
224,L47403,L,298.4,308.6,1569,34.4,160,0,0,0,0,0,0,3,44
225,L47404,L,298.3,308.6,1584,29.3,162,0,0,0,0,0,0,4,44
226,L47405,L,298.3,308.5,1362,53.8,164,0,0,0,0,0,0,5,44
227,L47406,L,298.3,308.4,1329,49.2,166,0,0,0,0,0,0,6,44
228,L47407,L,298.3,308.5,1539,36.1,168,0,0,0,0,0,0,7,44
229,M15088,M,298.3,308.5,1629,37.1,170,0,0,0,0,0,0,8,44
230,L47409,L,298.3,308.5,1538,32.2,173,0,0,0,0,0,0,9,44
226,L47405,L,298.3,308.5,1362,53.8,164,0,0,0,0,0,0,0,45
227,L47406,L,298.3,308.4,1329,49.2,166,0,0,0,0,0,0,1,45
228,L47407,L,298.3,308.5,1539,36.1,168,0,0,0,0,0,0,2,45
229,M15088,M,298.3,308.5,1629,37.1,170,0,0,0,0,0,0,3,45
230,L47409,L,298.3,308.5,1538,32.2,173,0,0,0,0,0,0,4,45
231,L47410,L,298.3,308.6,1570,34.8,175,0,0,0,0,0,0,5,45
232,L47411,L,298.3,308.4,1408,43.1,177,0,0,0,0,0,0,6,45
233,L47412,L,298.2,308.4,1424,47.6,179,0,0,0,0,0,0,7,45
234,L47413,L,298.2,308.4,1512,34.9,181,0,0,0,0,0,0,8,45
235,L47414,L,298.2,308.4,1478,42.9,183,0,0,0,0,0,0,9,45
231,L47410,L,298.3,308.6,1570,34.8,175,0,0,0,0,0,0,0,46
232,L47411,L,298.3,308.4,1408,43.1,177,0,0,0,0,0,0,1,46
233,L47412,L,298.2,308.4,1424,47.6,179,0,0,0,0,0,0,2,46
234,L47413,L,298.2,308.4,1512,34.9,181,0,0,0,0,0,0,3,46
235,L47414,L,298.2,308.4,1478,42.9,183,0,0,0,0,0,0,4,46
236,M15095,M,298.1,308.3,1680,33.7,185,0,0,0,0,0,0,5,46
237,L47416,L,298.1,308.3,1495,38.7,188,0,0,0,0,0,0,6,46
238,M15097,M,298.0,308.1,1552,36.6,190,0,0,0,0,0,0,7,46
239,L47418,L,297.9,308.1,1393,50.3,193,0,0,0,0,0,0,8,46
240,L47419,L,298.0,308.2,1611,30.6,195,0,0,0,0,0,0,9,46
236,M15095,M,298.1,308.3,1680,33.7,185,0,0,0,0,0,0,0,47
237,L47416,L,298.1,308.3,1495,38.7,188,0,0,0,0,0,0,1,47
238,M15097,M,298.0,308.1,1552,36.6,190,0,0,0,0,0,0,2,47
239,L47418,L,297.9,308.1,1393,50.3,193,0,0,0,0,0,0,3,47
240,L47419,L,298.0,308.2,1611,30.6,195,0,0,0,0,0,0,4,47
241,M15100,M,298.0,308.1,1339,51.6,197,0,0,0,0,0,0,5,47
242,L47421,L,298.0,308.1,1777,24.3,200,0,0,0,0,0,0,6,47
243,L47422,L,298.0,308.2,1348,58.8,202,1,0,0,0,1,0,7,47
244,L47423,L,298.0,308.2,1442,44.1,204,0,0,0,0,0,0,8,47
245,M15104,M,298.0,308.2,1395,49.1,206,0,0,0,0,0,0,9,47
241,M15100,M,298.0,308.1,1339,51.6,197,0,0,0,0,0,0,0,48
242,L47421,L,298.0,308.1,1777,24.3,200,0,0,0,0,0,0,1,48
243,L47422,L,298.0,308.2,1348,58.8,202,1,0,0,0,1,0,2,48
244,L47423,L,298.0,308.2,1442,44.1,204,0,0,0,0,0,0,3,48
245,M15104,M,298.0,308.2,1395,49.1,206,0,0,0,0,0,0,4,48
246,M15105,M,297.9,308.1,1627,31.4,209,0,0,0,0,0,0,5,48
247,L47426,L,297.9,308.1,1585,33.5,212,0,0,0,0,0,0,6,48
248,L47427,L,298.0,308.2,1469,45.5,214,0,0,0,0,0,0,7,48
249,L47428,L,298.0,308.3,1362,56.8,216,1,0,0,0,1,0,8,48
250,L47429,L,298.0,308.3,1405,56.2,218,1,0,0,0,1,0,9,48
246,M15105,M,297.9,308.1,1627,31.4,209,0,0,0,0,0,0,0,49
247,L47426,L,297.9,308.1,1585,33.5,212,0,0,0,0,0,0,1,49
248,L47427,L,298.0,308.2,1469,45.5,214,0,0,0,0,0,0,2,49
249,L47428,L,298.0,308.3,1362,56.8,216,1,0,0,0,1,0,3,49
250,L47429,L,298.0,308.3,1405,56.2,218,1,0,0,0,1,0,4,49
251,L47430,L,298.0,308.3,1662,32.7,0,0,0,0,0,0,0,5,49
252,M15111,M,298.0,308.2,1466,42.6,2,0,0,0,0,0,0,6,49
253,L47432,L,298.0,308.2,1620,35.8,5,0,0,0,0,0,0,7,49
254,L47433,L,298.0,308.2,1357,48.2,7,0,0,0,0,0,0,8,49
255,L47434,L,298.0,308.2,1514,37.9,9,0,0,0,0,0,0,9,49
251,L47430,L,298.0,308.3,1662,32.7,0,0,0,0,0,0,0,0,50
252,M15111,M,298.0,308.2,1466,42.6,2,0,0,0,0,0,0,1,50
253,L47432,L,298.0,308.2,1620,35.8,5,0,0,0,0,0,0,2,50
254,L47433,L,298.0,308.2,1357,48.2,7,0,0,0,0,0,0,3,50
255,L47434,L,298.0,308.2,1514,37.9,9,0,0,0,0,0,0,4,50
256,L47435,L,298.0,308.2,1489,40.4,11,0,0,0,0,0,0,5,50
257,L47436,L,298.1,308.3,1331,63.0,13,0,0,0,0,0,0,6,50
258,L47437,L,298.0,308.0,1615,29.5,15,0,0,0,0,0,0,7,50
259,L47438,L,298.1,308.2,1482,37.9,17,0,0,0,0,0,0,8,50
260,M15119,M,298.1,308.2,1420,63.9,19,1,0,0,1,0,0,9,50
256,L47435,L,298.0,308.2,1489,40.4,11,0,0,0,0,0,0,0,51
257,L47436,L,298.1,308.3,1331,63.0,13,0,0,0,0,0,0,1,51
258,L47437,L,298.0,308.0,1615,29.5,15,0,0,0,0,0,0,2,51
259,L47438,L,298.1,308.2,1482,37.9,17,0,0,0,0,0,0,3,51
260,M15119,M,298.1,308.2,1420,63.9,19,1,0,0,1,0,0,4,51
261,M15120,M,298.2,308.3,1522,49.1,22,0,0,0,0,0,0,5,51
262,L47441,L,298.1,308.2,1654,32.1,25,0,0,0,0,0,0,6,51
263,M15122,M,298.1,308.2,1736,26.8,27,0,0,0,0,0,0,7,51
264,M15123,M,298.0,308.1,1587,32.3,30,0,0,0,0,0,0,8,51
265,L47444,L,298.1,308.2,1390,47.5,33,0,0,0,0,0,0,9,51
261,M15120,M,298.2,308.3,1522,49.1,22,0,0,0,0,0,0,0,52
262,L47441,L,298.1,308.2,1654,32.1,25,0,0,0,0,0,0,1,52
263,M15122,M,298.1,308.2,1736,26.8,27,0,0,0,0,0,0,2,52
264,M15123,M,298.0,308.1,1587,32.3,30,0,0,0,0,0,0,3,52
265,L47444,L,298.1,308.2,1390,47.5,33,0,0,0,0,0,0,4,52
266,L47445,L,298.0,308.1,1454,37.1,35,0,0,0,0,0,0,5,52
267,H29680,H,298.0,308.1,1440,43.7,37,0,0,0,0,0,0,6,52
268,L47447,L,297.9,308.0,1954,21.1,42,0,0,0,0,0,0,7,52
269,H29682,H,297.9,308.0,1800,24.8,44,0,0,0,0,0,0,8,52
270,L47449,L,298.0,308.0,1524,37.0,49,0,0,0,0,0,0,9,52
266,L47445,L,298.0,308.1,1454,37.1,35,0,0,0,0,0,0,0,53
267,H29680,H,298.0,308.1,1440,43.7,37,0,0,0,0,0,0,1,53
268,L47447,L,297.9,308.0,1954,21.1,42,0,0,0,0,0,0,2,53
269,H29682,H,297.9,308.0,1800,24.8,44,0,0,0,0,0,0,3,53
270,L47449,L,298.0,308.0,1524,37.0,49,0,0,0,0,0,0,4,53
271,H29684,H,298.0,308.0,1520,39.6,51,0,0,0,0,0,0,5,53
272,M15131,M,298.1,308.1,1452,40.8,56,0,0,0,0,0,0,6,53
273,L47452,L,298.1,308.1,1484,40.4,59,0,0,0,0,0,0,7,53
274,L47453,L,298.1,308.0,1426,46.0,61,0,0,0,0,0,0,8,53
275,L47454,L,298.1,308.0,1652,28.5,63,0,0,0,0,0,0,9,53
271,H29684,H,298.0,308.0,1520,39.6,51,0,0,0,0,0,0,0,54
272,M15131,M,298.1,308.1,1452,40.8,56,0,0,0,0,0,0,1,54
273,L47452,L,298.1,308.1,1484,40.4,59,0,0,0,0,0,0,2,54
274,L47453,L,298.1,308.0,1426,46.0,61,0,0,0,0,0,0,3,54
275,L47454,L,298.1,308.0,1652,28.5,63,0,0,0,0,0,0,4,54
276,L47455,L,298.0,308.0,1401,54.7,65,0,0,0,0,0,0,5,54
277,M15136,M,298.0,307.9,1750,26.6,67,0,0,0,0,0,0,6,54
278,H29691,H,298.0,308.0,1479,50.7,70,0,0,0,0,0,0,7,54
279,M15138,M,298.0,308.0,1620,29.4,75,0,0,0,0,0,0,8,54
280,L47459,L,298.0,308.1,1819,23.4,78,0,0,0,0,0,0,9,54
276,L47455,L,298.0,308.0,1401,54.7,65,0,0,0,0,0,0,0,55
277,M15136,M,298.0,307.9,1750,26.6,67,0,0,0,0,0,0,1,55
278,H29691,H,298.0,308.0,1479,50.7,70,0,0,0,0,0,0,2,55
279,M15138,M,298.0,308.0,1620,29.4,75,0,0,0,0,0,0,3,55
280,L47459,L,298.0,308.1,1819,23.4,78,0,0,0,0,0,0,4,55
281,M15140,M,298.1,308.1,1456,43.7,80,0,0,0,0,0,0,5,55
282,L47461,L,298.1,308.0,1626,36.5,83,0,0,0,0,0,0,6,55
283,M15142,M,298.1,308.1,1390,49.8,85,0,0,0,0,0,0,7,55
284,L47463,L,298.2,308.2,1469,43.0,88,0,0,0,0,0,0,8,55
285,L47464,L,298.2,308.3,2051,19.2,90,0,0,0,0,0,0,9,55
281,M15140,M,298.1,308.1,1456,43.7,80,0,0,0,0,0,0,0,56
282,L47461,L,298.1,308.0,1626,36.5,83,0,0,0,0,0,0,1,56
283,M15142,M,298.1,308.1,1390,49.8,85,0,0,0,0,0,0,2,56
284,L47463,L,298.2,308.2,1469,43.0,88,0,0,0,0,0,0,3,56
285,L47464,L,298.2,308.3,2051,19.2,90,0,0,0,0,0,0,4,56
286,L47465,L,298.2,308.3,1568,36.0,92,0,0,0,0,0,0,5,56
287,L47466,L,298.2,308.3,1589,33.2,94,0,0,0,0,0,0,6,56
288,L47467,L,298.2,308.3,1805,31.6,96,0,0,0,0,0,0,7,56
289,H29702,H,298.2,308.4,1385,42.2,98,0,0,0,0,0,0,8,56
290,L47469,L,298.1,308.4,1436,46.7,103,0,0,0,0,0,0,9,56
286,L47465,L,298.2,308.3,1568,36.0,92,0,0,0,0,0,0,0,57
287,L47466,L,298.2,308.3,1589,33.2,94,0,0,0,0,0,0,1,57
288,L47467,L,298.2,308.3,1805,31.6,96,0,0,0,0,0,0,2,57
289,H29702,H,298.2,308.4,1385,42.2,98,0,0,0,0,0,0,3,57
290,L47469,L,298.1,308.4,1436,46.7,103,0,0,0,0,0,0,4,57
291,L47470,L,298.1,308.4,1438,45.6,105,0,0,0,0,0,0,5,57
292,L47471,L,298.0,308.3,1473,42.6,107,0,0,0,0,0,0,6,57
293,L47472,L,298.1,308.4,1335,40.2,109,0,0,0,0,0,0,7,57
294,H29707,H,298.1,308.5,1392,44.8,111,0,0,0,0,0,0,8,57
295,M15154,M,298.1,308.5,1372,51.1,116,0,0,0,0,0,0,9,57
291,L47470,L,298.1,308.4,1438,45.6,105,0,0,0,0,0,0,0,58
292,L47471,L,298.0,308.3,1473,42.6,107,0,0,0,0,0,0,1,58
293,L47472,L,298.1,308.4,1335,40.2,109,0,0,0,0,0,0,2,58
294,H29707,H,298.1,308.5,1392,44.8,111,0,0,0,0,0,0,3,58
295,M15154,M,298.1,308.5,1372,51.1,116,0,0,0,0,0,0,4,58
296,M15155,M,298.1,308.6,1716,30.7,119,0,0,0,0,0,0,5,58
297,L47476,L,298.0,308.5,1395,46.2,122,0,0,0,0,0,0,6,58
298,L47477,L,298.0,308.5,1713,25.3,124,0,0,0,0,0,0,7,58
299,H29712,H,297.9,308.5,2129,18.7,126,0,0,0,0,0,0,8,58
300,M15159,M,297.8,308.3,1567,35.6,131,0,0,0,0,0,0,9,58
296,M15155,M,298.1,308.6,1716,30.7,119,0,0,0,0,0,0,0,59
297,L47476,L,298.0,308.5,1395,46.2,122,0,0,0,0,0,0,1,59
298,L47477,L,298.0,308.5,1713,25.3,124,0,0,0,0,0,0,2,59
299,H29712,H,297.9,308.5,2129,18.7,126,0,0,0,0,0,0,3,59
300,M15159,M,297.8,308.3,1567,35.6,131,0,0,0,0,0,0,4,59
301,L47480,L,297.8,308.4,1622,38.3,134,0,0,0,0,0,0,5,59
302,L47481,L,297.7,308.4,1740,27.1,136,0,0,0,0,0,0,6,59
303,H29716,H,297.8,308.4,1512,35.1,138,0,0,0,0,0,0,7,59
304,M15163,M,297.8,308.4,1479,43.5,143,0,0,0,0,0,0,8,59
305,L47484,L,297.8,308.4,1737,27.5,146,0,0,0,0,0,0,9,59
301,L47480,L,297.8,308.4,1622,38.3,134,0,0,0,0,0,0,0,60
302,L47481,L,297.7,308.4,1740,27.1,136,0,0,0,0,0,0,1,60
303,H29716,H,297.8,308.4,1512,35.1,138,0,0,0,0,0,0,2,60
304,M15163,M,297.8,308.4,1479,43.5,143,0,0,0,0,0,0,3,60
305,L47484,L,297.8,308.4,1737,27.5,146,0,0,0,0,0,0,4,60
306,L47485,L,297.8,308.4,2129,19.2,148,0,0,0,0,0,0,5,60
307,L47486,L,297.8,308.4,1374,47.1,150,0,0,0,0,0,0,6,60
308,M15167,M,297.8,308.4,1579,36.6,152,0,0,0,0,0,0,7,60
309,L47488,L,297.9,308.5,1305,47.2,155,0,0,0,0,0,0,8,60
310,M15169,M,297.9,308.5,1449,40.8,157,0,0,0,0,0,0,9,60
306,L47485,L,297.8,308.4,2129,19.2,148,0,0,0,0,0,0,0,61
307,L47486,L,297.8,308.4,1374,47.1,150,0,0,0,0,0,0,1,61
308,M15167,M,297.8,308.4,1579,36.6,152,0,0,0,0,0,0,2,61
309,L47488,L,297.9,308.5,1305,47.2,155,0,0,0,0,0,0,3,61
310,M15169,M,297.9,308.5,1449,40.8,157,0,0,0,0,0,0,4,61
311,H29724,H,298.0,308.6,1526,41.8,160,0,0,0,0,0,0,5,61
312,M15171,M,298.0,308.6,1453,44.1,165,0,0,0,0,0,0,6,61
313,L47492,L,297.9,308.6,1468,36.0,168,0,0,0,0,0,0,7,61
314,L47493,L,298.0,308.6,1313,50.8,170,0,0,0,0,0,0,8,61
315,M15174,M,297.9,308.5,1300,53.0,172,0,0,0,0,0,0,9,61
311,H29724,H,298.0,308.6,1526,41.8,160,0,0,0,0,0,0,0,62
312,M15171,M,298.0,308.6,1453,44.1,165,0,0,0,0,0,0,1,62
313,L47492,L,297.9,308.6,1468,36.0,168,0,0,0,0,0,0,2,62
314,L47493,L,298.0,308.6,1313,50.8,170,0,0,0,0,0,0,3,62
315,M15174,M,297.9,308.5,1300,53.0,172,0,0,0,0,0,0,4,62
316,L47495,L,297.9,308.4,1646,40.6,175,0,0,0,0,0,0,5,62
317,L47496,L,297.8,308.4,1714,33.2,177,0,0,0,0,0,0,6,62
318,L47497,L,297.8,308.4,1685,28.4,179,0,0,0,0,0,0,7,62
319,L47498,L,297.8,308.4,1512,39.9,181,0,0,0,0,0,0,8,62
320,L47499,L,297.8,308.4,1612,32.1,183,0,0,0,0,0,0,9,62
316,L47495,L,297.9,308.4,1646,40.6,175,0,0,0,0,0,0,0,63
317,L47496,L,297.8,308.4,1714,33.2,177,0,0,0,0,0,0,1,63
318,L47497,L,297.8,308.4,1685,28.4,179,0,0,0,0,0,0,2,63
319,L47498,L,297.8,308.4,1512,39.9,181,0,0,0,0,0,0,3,63
320,L47499,L,297.8,308.4,1612,32.1,183,0,0,0,0,0,0,4,63
321,H29734,H,297.8,308.4,1550,38.2,185,0,0,0,0,0,0,5,63
322,L47501,L,297.8,308.4,1518,32.5,190,0,0,0,0,0,0,6,63
323,L47502,L,297.8,308.5,1448,40.0,192,0,0,0,0,0,0,7,63
324,L47503,L,297.8,308.5,1561,46.3,194,0,0,0,0,0,0,8,63
325,M15184,M,297.8,308.5,1488,41.9,196,0,0,0,0,0,0,9,63
321,H29734,H,297.8,308.4,1550,38.2,185,0,0,0,0,0,0,0,64
322,L47501,L,297.8,308.4,1518,32.5,190,0,0,0,0,0,0,1,64
323,L47502,L,297.8,308.5,1448,40.0,192,0,0,0,0,0,0,2,64
324,L47503,L,297.8,308.5,1561,46.3,194,0,0,0,0,0,0,3,64
325,M15184,M,297.8,308.5,1488,41.9,196,0,0,0,0,0,0,4,64
326,L47505,L,297.8,308.5,1699,27.8,199,0,0,0,0,0,0,5,64
327,L47506,L,297.7,308.5,1501,41.4,201,0,0,0,0,0,0,6,64
328,L47507,L,297.7,308.5,1373,56.7,203,1,0,0,0,1,0,7,64
329,H29742,H,297.6,308.4,1703,31.4,205,0,0,0,0,0,0,8,64
330,H29743,H,297.7,308.5,1720,29.9,210,0,0,0,0,0,0,9,64
326,L47505,L,297.8,308.5,1699,27.8,199,0,0,0,0,0,0,0,65
327,L47506,L,297.7,308.5,1501,41.4,201,0,0,0,0,0,0,1,65
328,L47507,L,297.7,308.5,1373,56.7,203,1,0,0,0,1,0,2,65
329,H29742,H,297.6,308.4,1703,31.4,205,0,0,0,0,0,0,3,65
330,H29743,H,297.7,308.5,1720,29.9,210,0,0,0,0,0,0,4,65
331,M15190,M,297.6,308.4,1398,41.9,215,0,0,0,0,0,0,5,65
332,M15191,M,297.6,308.4,1391,51.9,218,0,0,0,0,0,0,6,65
333,M15192,M,297.6,308.3,1538,40.2,0,0,0,0,0,0,0,7,65
334,L47513,L,297.5,308.2,1647,31.3,3,0,0,0,0,0,0,8,65
335,M15194,M,297.5,308.1,1469,44.8,5,0,0,0,0,0,0,9,65
331,M15190,M,297.6,308.4,1398,41.9,215,0,0,0,0,0,0,0,66
332,M15191,M,297.6,308.4,1391,51.9,218,0,0,0,0,0,0,1,66
333,M15192,M,297.6,308.3,1538,40.2,0,0,0,0,0,0,0,2,66
334,L47513,L,297.5,308.2,1647,31.3,3,0,0,0,0,0,0,3,66
335,M15194,M,297.5,308.1,1469,44.8,5,0,0,0,0,0,0,4,66
336,L47515,L,297.4,308.1,1749,25.9,8,0,0,0,0,0,0,5,66
337,M15196,M,297.6,308.2,1995,20.5,10,0,0,0,0,0,0,6,66
338,L47517,L,297.6,308.3,1742,27.7,13,0,0,0,0,0,0,7,66
339,L47518,L,297.5,308.2,1563,38.2,15,0,0,0,0,0,0,8,66
340,M15199,M,297.5,308.2,1713,32.2,17,0,0,0,0,0,0,9,66
336,L47515,L,297.4,308.1,1749,25.9,8,0,0,0,0,0,0,0,67
337,M15196,M,297.6,308.2,1995,20.5,10,0,0,0,0,0,0,1,67
338,L47517,L,297.6,308.3,1742,27.7,13,0,0,0,0,0,0,2,67
339,L47518,L,297.5,308.2,1563,38.2,15,0,0,0,0,0,0,3,67
340,M15199,M,297.5,308.2,1713,32.2,17,0,0,0,0,0,0,4,67
341,L47520,L,297.4,308.1,1474,39.4,20,0,0,0,0,0,0,5,67
